gender,ssc_p,ssc_b,hsc_p,hsc_b,degree_p,etest_p,salary,Majoredu,workexp,location,skill1,skill2,skill3,skill4,Jobprofile
F,55.0,Central,67.0,Central,64.0,60.0,,Art,1,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,63.0,Central,66.0,Central,64.0,68.0,,Computer,4,Chennai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,76.0,Central,64.0,Central,72.0,58.0,,Computer,5,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Computer,4,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Computer,6,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,59.6,Central,51.0,Central,60.0,75.0,,Computer,4,Ahmedabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Computer,3,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,52.0,Central,49.0,Others,58.0,62.0,,Art,1,Nagpur,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,87.0,Others,87.0,Others,68.0,95.0,300000.0,Art,7,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,70.0,Central,63.0,Central,66.0,61.28,240000.0,Buisness,3,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,60.0,Central,63.0,Central,56.0,80.0,300000.0,Art,3,Nagpur,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,69.7,Central,47.0,Central,72.7,79.0,,Art,6,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,52.0,Central,57.0,Central,50.8,67.0,,Buisness,7,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Computer,4,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,62.0,Central,72.0,Central,65.0,67.0,216000.0,Art,4,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Buisness,7,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Computer,1,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,76.5,Others,97.7,Others,78.86,97.4,360000.0,Buisness,4,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,55.6,Others,51.0,Others,57.5,57.63,,Art,2,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,75.0,Others,70.29,Others,71.0,95.0,240000.0,Architecture,1,Chennai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,54.2,Central,63.0,Others,58.0,79.0,,Art,3,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,60.8,Central,68.4,Central,64.6,82.66,940000.0,Buisness,7,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,72.0,Others,60.0,Others,69.0,55.5,250000.0,Buisness,4,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,63.3,Central,78.33,Others,74.0,80.0,,Art,5,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,55.0,Central,67.0,Central,64.0,60.0,,Architecture,5,Pune,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,64.6,Central,83.83,Others,71.72,86.0,218000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Architecture,1,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,74.0,Others,63.16,Others,65.0,65.0,,Art,1,Gurgaon,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,87.0,Others,87.0,Others,68.0,95.0,300000.0,Art,7,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,59.0,Central,62.0,Others,77.5,74.0,,Buisness,5,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,58.0,Others,61.0,Others,61.0,58.0,250000.0,Buisness,1,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,64.0,Others,80.0,Others,65.0,69.0,500000.0,Architecture,2,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,76.0,Central,64.0,Central,72.0,58.0,,Computer,2,Banglore,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,74.2,Central,87.6,Others,77.25,75.2,285000.0,Buisness,1,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,64.0,Others,70.2,Central,61.0,50.0,,Architecture,5,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,58.0,Central,61.0,Central,60.0,62.0,260000.0,Computer,5,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,80.0,Others,80.0,Others,72.0,63.79,290000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,49.0,Others,59.0,Others,65.0,86.0,340000.0,Computer,3,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,85.0,Central,60.0,Others,73.43,60.0,260000.0,Art,5,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Computer,6,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Art,6,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Buisness,7,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,71.0,Others,79.0,Others,66.0,94.0,240000.0,Architecture,5,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,59.0,Central,62.0,Others,77.5,74.0,,Buisness,4,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,52.0,Others,55.0,Others,56.3,59.0,,Computer,1,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Architecture,5,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,69.0,Central,62.0,Central,66.0,75.0,,Architecture,4,Noida,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Computer,5,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,82.0,Others,61.0,Others,62.0,89.0,360000.0,Buisness,4,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Buisness,2,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,54.4,Central,61.12,Central,56.2,67.0,,Architecture,4,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,61.0,Others,62.0,Others,65.0,62.0,250000.0,Computer,6,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,62.0,Others,65.0,Others,66.0,50.0,265000.0,Architecture,6,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,63.0,Others,67.0,Others,64.0,75.0,500000.0,Art,2,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,54.2,Central,63.0,Others,58.0,79.0,,Art,4,kolkata,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Architecture,7,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,70.0,Central,74.0,Central,65.0,83.0,300000.0,Architecture,1,Noida,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,74.2,Central,87.6,Others,77.25,75.2,285000.0,Architecture,2,Noida,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,73.24,Others,50.83,Others,64.27,64.0,500000.0,Architecture,4,Mumbai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,51.0,Others,54.0,Others,61.0,60.0,,Art,6,kolkata,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,77.0,Others,75.0,Others,73.0,80.0,240000.0,Computer,6,Delhi,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,66.0,Central,76.0,Central,72.0,84.0,275000.0,Art,2,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,67.0,Others,91.0,Others,58.0,55.0,270000.0,Art,6,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,60.0,Central,63.0,Central,56.0,80.0,300000.0,Art,1,Nagpur,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,62.0,Central,72.0,Central,65.0,67.0,216000.0,Architecture,7,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,56.28,Others,62.83,Others,59.79,60.0,,Buisness,7,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,79.33,Central,78.33,Others,77.48,86.5,200000.0,Art,3,Mumbai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,52.0,Others,52.0,Others,55.0,67.0,,Buisness,5,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,64.0,Central,73.5,Central,73.0,52.0,250000.0,Art,7,Nagpur,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,62.0,Others,62.0,Others,60.0,63.0,240000.0,Architecture,4,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,76.0,Central,80.0,Central,78.0,97.0,276000.0,Art,6,Gurgaon,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Buisness,4,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,80.0,Others,80.0,Others,72.0,63.79,290000.0,Architecture,1,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,66.5,Central,66.8,Central,69.3,80.4,236000.0,Architecture,7,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,70.89,Others,71.98,Others,65.6,68.0,,Art,1,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,74.0,Central,60.0,Others,69.0,78.0,216000.0,Architecture,1,Pune,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,54.0,Central,77.6,Others,69.2,95.65,,Computer,5,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,61.0,Others,62.0,Others,65.0,62.0,250000.0,Architecture,1,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Buisness,2,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,73.0,Central,78.0,Others,65.0,95.46,420000.0,Architecture,1,Pune,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,67.0,Central,70.0,Central,65.0,88.0,,Architecture,3,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,62.0,Others,62.0,Others,60.0,63.0,240000.0,Architecture,2,Banglore,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Architecture,6,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,69.6,Central,68.4,Central,78.3,60.0,250000.0,Architecture,2,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,56.28,Others,62.83,Others,59.79,60.0,,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,83.0,Others,74.0,Others,66.0,68.92,275000.0,Architecture,5,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,81.7,Others,63.0,Others,67.0,86.0,300000.0,Art,1,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,73.0,Central,79.0,Central,72.0,91.34,231000.0,Architecture,6,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,80.92,Others,78.5,Others,67.0,68.71,275000.0,Architecture,1,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,71.0,Others,79.0,Others,66.0,94.0,240000.0,Computer,6,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,63.0,Central,67.0,Central,74.0,82.0,,Buisness,7,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,51.0,Central,44.0,Central,57.0,64.0,,Buisness,4,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,73.0,Central,73.0,Central,66.0,70.0,275000.0,Buisness,7,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,52.0,Others,55.0,Others,56.3,59.0,,Computer,2,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Computer,2,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Computer,7,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Architecture,7,Pune,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,62.0,Others,51.0,Others,52.0,68.44,,Art,5,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,78.0,Central,77.0,Others,80.0,60.0,287000.0,Computer,1,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,61.0,Others,70.0,Others,64.0,68.5,,Buisness,6,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,76.7,Central,89.7,Others,66.0,90.0,250000.0,Architecture,1,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,62.0,Central,72.0,Central,65.0,67.0,216000.0,Computer,4,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,61.8,Others,47.0,Others,54.38,57.0,,Buisness,7,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Art,5,Banglore,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,61.8,Others,47.0,Others,54.38,57.0,,Buisness,7,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,62.0,Others,51.0,Others,52.0,68.44,,Architecture,1,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,48.0,Central,51.0,Central,58.0,60.0,,Computer,4,Gurgaon,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,69.0,Others,60.0,Others,65.0,87.55,300000.0,Architecture,7,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,52.0,Others,50.0,Others,61.0,60.0,,Buisness,3,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,65.0,Central,68.0,Central,64.0,75.0,250000.0,Computer,7,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,80.0,Others,73.0,Others,75.0,61.0,240000.0,Buisness,1,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,67.0,Central,53.0,Central,65.0,64.0,,Art,5,Gurgaon,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,61.0,Central,81.0,Central,66.4,50.89,278000.0,Architecture,7,Pune,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,61.0,Central,81.0,Central,66.4,50.89,278000.0,Architecture,7,Pune,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,66.0,Central,76.0,Central,72.0,84.0,275000.0,Buisness,2,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,80.0,Others,70.0,Others,72.0,87.0,450000.0,Architecture,2,Hyderabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,55.6,Others,51.0,Others,57.5,57.63,,Buisness,3,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,63.0,Central,72.0,Central,68.0,78.0,380000.0,Art,7,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Buisness,2,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,67.0,Central,71.0,Central,64.33,64.0,250000.0,Architecture,6,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,52.0,Others,52.0,Others,55.0,67.0,,Computer,5,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,79.0,Central,76.0,Central,65.6,58.0,320000.0,Art,7,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,65.0,Central,68.0,Central,64.0,75.0,250000.0,Buisness,3,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,79.0,Others,76.0,Others,85.0,95.0,393000.0,Computer,3,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,60.0,Others,67.0,Others,70.0,50.48,236000.0,Computer,4,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,55.6,Others,51.0,Others,57.5,57.63,,Computer,5,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,70.89,Others,71.98,Others,65.6,68.0,,Architecture,5,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,76.0,Central,64.0,Central,72.0,58.0,,Computer,2,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,74.0,Others,63.16,Others,65.0,65.0,,Computer,2,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,84.2,Central,73.4,Central,66.89,61.6,300000.0,Buisness,6,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,82.0,Others,90.0,Others,83.0,80.0,200000.0,Art,3,Mumbai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,67.0,Others,91.0,Others,58.0,55.0,270000.0,Architecture,2,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Art,2,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,80.0,Others,80.0,Others,72.0,63.79,290000.0,Art,6,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,52.0,Others,52.0,Others,55.0,67.0,,Architecture,2,Noida,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Buisness,6,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,63.4,Others,67.2,Others,60.0,58.06,,Architecture,6,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Computer,7,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Art,4,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,76.0,Central,64.0,Central,72.0,58.0,,Architecture,6,kolkata,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,51.0,Central,44.0,Central,57.0,64.0,,Buisness,2,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,62.0,Central,67.0,Central,58.0,77.0,,Architecture,4,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,79.0,Others,76.0,Others,85.0,95.0,393000.0,Architecture,1,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,51.57,Others,74.66,Others,59.9,56.15,,Architecture,4,Hyderabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,77.44,Central,92.0,Others,72.0,94.0,250000.0,Buisness,5,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,55.0,Others,49.8,Others,67.25,55.0,,Architecture,6,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,55.0,Others,49.8,Others,67.25,55.0,,Architecture,2,kolkata,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,66.0,Central,62.0,Central,73.0,58.0,210000.0,Buisness,4,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,87.0,Central,74.0,Central,65.0,75.0,300000.0,Architecture,1,Noida,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,54.2,Central,63.0,Others,58.0,79.0,,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,67.0,Others,91.0,Others,58.0,55.0,270000.0,Computer,3,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,82.0,Others,61.0,Others,62.0,89.0,360000.0,Art,4,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,73.0,Central,78.0,Central,73.0,85.0,240000.0,Computer,5,Chennai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,70.89,Others,71.98,Others,65.6,68.0,,Computer,1,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,73.0,Central,79.0,Central,72.0,91.34,231000.0,Buisness,1,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,48.0,Central,51.0,Central,58.0,60.0,,Computer,7,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,73.0,Central,78.0,Central,73.0,85.0,240000.0,Buisness,1,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,52.58,Others,54.6,Central,50.2,76.0,,Art,2,Gurgaon,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,69.5,Central,70.0,Central,72.0,57.2,250000.0,Architecture,7,kolkata,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,73.0,Central,79.0,Central,72.0,91.34,231000.0,Architecture,6,Mumbai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,77.4,Others,60.0,Others,64.74,92.0,300000.0,Computer,2,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Computer,7,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,60.0,Central,63.0,Central,56.0,80.0,300000.0,Buisness,1,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,67.0,Central,53.0,Central,65.0,64.0,,Art,5,Gurgaon,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,70.0,Central,63.0,Central,66.0,61.28,240000.0,Architecture,1,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Computer,4,Noida,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,62.0,Others,62.0,Others,60.0,63.0,240000.0,Architecture,4,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,40.89,Others,45.83,Others,53.0,71.2,,Computer,2,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,84.0,Others,90.9,Others,64.5,86.04,270000.0,Buisness,4,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,73.96,Others,79.0,Others,67.0,72.15,280000.0,Buisness,7,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,64.0,Others,80.0,Others,65.0,69.0,500000.0,Architecture,2,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,59.0,Central,62.0,Others,77.5,74.0,,Buisness,4,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Art,1,Gurgaon,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,67.0,Central,71.0,Central,64.33,64.0,250000.0,Architecture,6,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Architecture,3,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Buisness,5,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,75.4,Others,60.5,Central,84.0,98.0,240000.0,Computer,4,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,66.5,Others,70.4,Central,71.93,61.0,230000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,62.0,Others,51.0,Others,52.0,68.44,,Computer,6,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,85.8,Central,73.6,Central,73.3,96.8,425000.0,Architecture,6,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Buisness,4,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,79.33,Central,78.33,Others,77.48,86.5,200000.0,Buisness,2,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Architecture,6,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,52.0,Others,55.0,Others,56.3,59.0,,Computer,2,Noida,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,67.0,Central,71.0,Central,64.33,64.0,250000.0,Buisness,4,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,59.0,Central,60.0,Others,56.0,55.0,220000.0,Architecture,1,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Computer,2,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,65.0,Central,75.0,Central,69.0,72.0,200000.0,Buisness,6,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,89.4,Others,65.66,Others,71.25,72.0,400000.0,Computer,4,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,62.0,Others,51.0,Others,52.0,68.44,,Architecture,1,Delhi,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
